# OpenSignals Text File Format. Version 1
# {"00:07:80:4D:33:A1": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4D:33:A1", "device connection": "BTH00:07:80:4D:33:A1", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-2", "time": "13:15:22.822", "channels": [1], "sensor": ["EEG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green"]}}
# EndOfHeader
0	0	26636	
1	0	26876	
2	0	27016	
3	0	27396	
4	0	28272	
5	0	29628	
6	0	31208	
7	0	32436	
8	0	32718	
9	0	32560	
10	0	32492	
11	0	32346	
12	0	32508	
13	0	33008	
14	0	32928	
15	0	32156	
16	0	31516	
17	0	31396	
18	0	31792	
19	0	32260	
20	0	32380	
21	0	32192	
22	0	32252	
23	0	32228	
24	0	32404	
25	0	32260	
26	0	32112	
27	0	32088	
28	0	32200	
29	0	32452	
30	0	31580	
31	0	30752	
32	0	30448	
33	0	29624	
34	0	28316	
35	0	26868	
36	0	26356	
37	0	26704	
38	0	27680	
39	0	29412	
40	0	31192	
41	0	32908	
42	0	33932	
43	0	33720	
44	0	32568	
45	0	31588	
46	0	31408	
47	0	31668	
48	0	31984	
49	0	33228	
50	0	34316	
51	0	34568	
52	0	34968	
53	0	36276	
54	0	37904	
55	0	39284	
56	0	38408	
57	0	35740	
58	0	33688	
59	0	33044	
60	0	33076	
61	0	33458	
62	0	33688	
63	0	33956	
64	0	33816	
65	0	33420	
66	0	32824	
67	0	31968	
68	0	30876	
69	0	30232	
70	0	30660	
71	0	31516	
72	0	32592	
73	0	33484	
74	0	33600	
75	0	32904	
76	0	32556	
77	0	32532	
78	0	32848	
79	0	32608	
80	0	31588	
81	0	30972	
82	0	30540	
83	0	30912	
84	0	31812	
85	0	32496	
86	0	32484	
87	0	31960	
88	0	31600	
89	0	31604	
90	0	31976	
91	0	32336	
92	0	32578	
93	0	32960	
94	0	32720	
95	0	32954	
96	0	32428	
97	0	31326	
98	0	30264	
99	0	29648	
100	0	29804	
101	0	30356	
102	0	31104	
103	0	32044	
104	0	32512	
105	0	32380	
106	0	32096	
107	0	31668	
108	0	31312	
109	0	31548	
110	0	31164	
111	0	30376	
112	0	29348	
113	0	28736	
114	0	28484	
115	0	28424	
116	0	28672	
117	0	29220	
118	0	30018	
119	0	30804	
120	0	31584	
121	0	32284	
122	0	32920	
123	0	32536	
124	0	32624	
125	0	33532	
126	0	34328	
127	0	33672	
128	0	32520	
129	0	32020	
130	0	31772	
131	0	31780	
132	0	31964	
133	0	32072	
134	0	32408	
135	0	32864	
136	0	33692	
137	0	34312	
138	0	34976	
139	0	35768	
140	0	36600	
141	0	37056	
142	0	36536	
143	0	35492	
144	0	34920	
145	0	34724	
146	0	34492	
147	0	34304	
148	0	34256	
149	0	34360	
150	0	35076	
151	0	35828	
152	0	36012	
153	0	35456	
154	0	34524	
155	0	34032	
156	0	33976	
157	0	33896	
158	0	33688	
159	0	33076	
160	0	33060	
161	0	33444	
162	0	34232	
163	0	35800	
164	0	37512	
165	0	38456	
166	0	37464	
167	0	35548	
168	0	33908	
169	0	32960	
170	0	31940	
171	0	31216	
172	0	31060	
173	0	31164	
174	0	31180	
175	0	31840	
176	0	31840	
177	0	31500	
178	0	31208	
179	0	31080	
180	0	30936	
181	0	30808	
182	0	31152	
183	0	31152	
184	0	30772	
185	0	29864	
186	0	28994	
187	0	29080	
188	0	29536	
189	0	30272	
190	0	30620	
191	0	30856	
192	0	30982	
193	0	30888	
194	0	30784	
195	0	30528	
196	0	30512	
197	0	30464	
198	0	30640	
199	0	30652	
200	0	30480	
201	0	29860	
202	0	29400	
203	0	29016	
204	0	28836	
205	0	29752	
206	0	30468	
207	0	30880	
208	0	30628	
209	0	30012	
210	0	29836	
211	0	30092	
212	0	30044	
213	0	30224	
214	0	30508	
215	0	30552	
216	0	30276	
217	0	29848	
218	0	29752	
219	0	30016	
220	0	30480	
221	0	30836	
222	0	31092	
223	0	31452	
224	0	31696	
225	0	32044	
226	0	32196	
227	0	32464	
228	0	32800	
229	0	32784	
230	0	32814	
231	0	33004	
232	0	33044	
233	0	32528	
234	0	32172	
235	0	31952	
236	0	32156	
237	0	33220	
238	0	34472	
239	0	34548	
240	0	33988	
241	0	33292	
242	0	32980	
243	0	32844	
244	0	32976	
245	0	33176	
246	0	33700	
247	0	33884	
248	0	33616	
249	0	33436	
250	0	33546	
251	0	33956	
252	0	34120	
253	0	33936	
254	0	33616	
255	0	33676	
256	0	33880	
257	0	33496	
258	0	33420	
259	0	33360	
260	0	32904	
261	0	31920	
262	0	31264	
263	0	30912	
264	0	31564	
265	0	33016	
266	0	34708	
267	0	35960	
268	0	36588	
269	0	36624	
270	0	35816	
271	0	35012	
272	0	34384	
273	0	34056	
274	0	33672	
275	0	33380	
276	0	33812	
277	0	34628	
278	0	34892	
279	0	35292	
280	0	35636	
281	0	35572	
282	0	35164	
283	0	34324	
284	0	33596	
285	0	33224	
286	0	32926	
287	0	32704	
288	0	32928	
289	0	33072	
290	0	32940	
291	0	32788	
292	0	32716	
293	0	32744	
294	0	33336	
295	0	33996	
296	0	34700	
297	0	34940	
298	0	34700	
299	0	34280	
300	0	34192	
301	0	34328	
302	0	34512	
303	0	34492	
304	0	34696	
305	0	34856	
306	0	35304	
307	0	35908	
308	0	36416	
309	0	36724	
310	0	37276	
311	0	37960	
312	0	38860	
